split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Albertville,2,,,-0.131,3.843,-0.190,1.040,,-5.487,3.369,-0.192,5.377,5.377,,,,
train,Albertville,2,,,0.108,-1.614,-0.191,5.713,,-1.810,3.673,-0.196,5.624,10.646,,,,
train,Albertville,0,,,-1.968,0.111,-3.226,3.691,,-7.053,6.052,-2.971,7.824,9.480,,,,
train,Albertville,2,,,-3.982,-1.678,-0.205,1.294,,-2.229,5.975,-0.184,7.851,8.762,,,,
train,Albertville,2,,,-0.208,0.866,-0.197,0.637,,-5.487,3.369,-0.192,5.843,8.355,,,,
train,Albertville,0,,,-0.203,2.321,-3.230,0.860,,-5.094,4.189,-2.978,5.242,10.021,,,,
train,Albertville,2,,,-0.568,-1.819,-0.198,5.337,,-3.899,6.197,-0.185,8.680,15.243,,,,
train,Albertville,2,,,-2.229,5.975,-0.184,4.887,,-0.208,0.866,-0.197,5.494,7.004,,,,
train,Albertville,2,,,-2.494,0.951,-0.208,3.342,,-3.899,6.197,-0.185,5.431,6.716,,,,
train,Albertville,2,,,0.108,-1.614,-0.191,5.713,,-6.027,1.626,-0.195,6.938,16.161,,,,
train,Albertville,2,,,-0.131,3.843,-0.190,1.040,,-6.191,4.650,-0.185,6.114,6.839,,,,
train,Albertville,2,,,-0.568,-1.819,-0.198,5.337,,-2.229,5.975,-0.184,7.969,13.559,,,,
train,Albertville,2,,,-0.568,-1.819,-0.198,5.337,,-6.995,4.737,-0.182,9.181,16.856,,,,
train,Albertville,2,,,-3.899,6.197,-0.185,5.851,,-6.027,1.626,-0.195,5.042,6.681,,,,
train,Albertville,0,,,-1.968,0.111,-3.226,3.691,,-5.094,4.189,-2.978,5.144,10.104,,,,
train,Albertville,2,,,-0.208,0.866,-0.197,0.637,,-6.191,4.650,-0.185,7.080,9.817,,,,
train,Albertville,2,,,-3.899,6.197,-0.185,5.851,,-6.669,0.314,-0.186,6.502,7.858,,,,
train,Albertville,2,,,-1.810,3.673,-0.196,3.075,,-6.669,0.314,-0.186,5.907,6.965,,,,
train,Albertville,2,,,0.108,-1.614,-0.191,5.713,,-0.131,3.843,-0.190,5.462,12.333,,,,
train,Albertville,2,,,-3.982,-1.678,-0.205,1.294,,-1.810,3.673,-0.196,5.775,6.556,,,,
train,Albertville,2,,,-2.916,-0.459,-0.199,4.761,,-2.229,5.975,-0.184,6.470,6.470,,,,
train,Albertville,2,,,-0.035,2.354,-0.199,1.024,,-6.191,4.650,-0.185,6.571,8.330,,,,
train,Albertville,2,,,0.635,5.342,-0.180,1.809,,-6.995,4.737,-0.182,7.654,8.873,,,,
train,Albertville,0,,,-2.855,2.423,-3.239,3.208,,-7.053,6.052,-2.971,5.556,6.741,,,,
train,Albertville,2,,,-0.131,3.843,-0.190,1.040,,-6.995,4.737,-0.182,6.922,7.189,,,,
train,Albertville,2,,,0.108,-1.614,-0.191,5.713,,-2.229,5.975,-0.184,7.940,12.852,,,,
train,Albertville,2,,,-3.046,-1.800,-0.201,3.238,,-3.876,3.353,-0.190,5.220,7.702,,,,
train,Albertville,2,,,-3.982,-1.678,-0.205,1.294,,-6.191,4.650,-0.185,6.702,11.708,,,,
train,Albertville,2,,,0.108,-1.614,-0.191,5.713,,-6.669,0.314,-0.186,7.046,17.612,,,,
train,Albertville,2,,,-3.046,-1.800,-0.201,3.238,,-0.131,3.843,-0.190,6.352,7.299,,,,
train,Albertville,2,,,-2.916,-0.459,-0.199,4.761,,-6.995,4.737,-0.182,6.606,9.781,,,,
train,Albertville,2,,,-2.916,-0.459,-0.199,4.761,,-6.191,4.650,-0.185,6.068,9.430,,,,
train,Albertville,2,,,-3.982,-1.678,-0.205,1.294,,-0.035,2.354,-0.199,5.642,7.536,,,,
train,Andover,2,,,2.598,-1.774,1.304,2.422,,2.390,-7.251,1.319,5.480,5.711,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-3.327,-16.953,-0.199,8.615,9.789,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-4.797,-13.724,-0.199,6.442,8.965,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-1.702,-9.217,-0.217,9.136,9.632,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,4.349,-14.999,-0.204,9.123,9.822,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,4.340,-16.069,-0.205,8.896,9.215,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,4.340,-16.069,-0.205,7.718,7.953,,,,
train,Andover,0,,,-1.287,-0.539,-1.353,2.137,,-0.998,-5.873,-1.376,5.342,5.439,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-0.412,-13.197,-0.203,5.553,6.720,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,4.349,-14.999,-0.204,7.921,9.023,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,3.162,-11.191,-0.198,8.352,13.113,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,-1.655,-8.033,0.400,8.470,8.758,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,1.607,-16.194,-0.209,6.217,17.909,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,-4.589,-15.673,-0.200,5.400,11.604,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.162,-11.191,-0.198,6.749,9.485,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,-1.702,-9.217,-0.217,7.268,7.596,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,1.955,-5.084,1.310,5.599,5.599,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,0.100,-15.596,-0.212,5.243,14.327,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-1.655,-8.033,0.400,10.045,10.968,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,4.340,-16.069,-0.205,7.153,7.201,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,2.488,-12.566,-0.209,7.729,15.190,,,,
train,Andover,2,,,-3.468,-7.142,1.307,0.219,,-1.653,-2.370,1.307,5.106,10.611,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,-0.998,-5.873,-1.376,5.214,7.531,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,3.967,-13.683,-0.206,7.993,10.368,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,4.340,-16.069,-0.205,9.648,10.819,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,-1.702,-9.217,-0.217,7.073,9.825,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,1.827,-6.743,-1.373,5.544,10.599,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,4.340,-16.069,-0.205,5.708,9.984,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,2.390,-7.251,1.319,7.128,7.465,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,4.349,-14.999,-0.204,6.860,7.084,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-2.661,-14.603,-0.208,6.174,9.849,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,3.967,-13.683,-0.206,8.247,8.452,,,,
train,Andover,1,,,1.607,-16.194,-0.209,1.565,,3.242,-9.671,-0.190,6.724,9.152,,,,
train,Andover,2,,,0.452,-2.331,1.303,0.985,,2.390,-7.251,1.319,5.288,6.295,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.056,-3.939,-1.366,5.232,5.232,,,,
train,Andover,2,,,2.390,-7.251,1.319,4.677,,3.312,-1.872,1.275,5.457,6.432,,,,
train,Andover,2,,,2.268,-0.594,1.304,5.436,,2.034,-6.005,1.315,5.417,5.417,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,2.034,-6.005,1.315,6.519,6.519,,,,
train,Andover,1,,,1.607,-16.194,-0.209,1.565,,3.162,-11.191,-0.198,5.239,7.755,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,3.967,-13.683,-0.206,6.801,6.801,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,1.607,-16.194,-0.209,6.346,7.035,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,2.390,-7.251,1.319,7.767,7.810,,,,
train,Andover,0,,,0.092,-0.119,-1.352,1.578,,-0.677,-6.711,-1.372,6.637,6.637,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,-1.353,-16.476,-0.193,6.114,7.511,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,3.242,-9.671,-0.190,9.807,10.520,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,1.607,-16.194,-0.209,7.579,8.173,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.242,-9.671,-0.190,7.692,10.465,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,1.827,-6.743,-1.373,8.489,10.480,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,2.488,-12.566,-0.209,7.284,9.097,,,,
train,Andover,1,,,0.100,-15.596,-0.212,1.419,,3.242,-9.671,-0.190,6.706,7.531,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,-1.655,-8.033,0.400,9.216,9.923,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,2.488,-12.566,-0.209,5.538,9.042,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,4.349,-14.999,-0.204,8.043,8.170,,,,
train,Andover,0,,,1.410,-1.256,-1.359,2.859,,1.827,-6.743,-1.373,5.503,10.667,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,1.336,-11.772,-0.203,6.436,11.834,,,,
train,Andover,2,,,2.268,-0.594,1.304,5.436,,2.390,-7.251,1.319,6.658,6.711,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,-4.148,-3.393,-1.355,5.915,7.772,,,,
train,Andover,1,,,3.242,-9.671,-0.190,3.018,,-0.412,-13.197,-0.203,5.078,5.078,,,,
train,Andover,1,,,3.967,-13.683,-0.206,4.593,,-1.655,-8.033,0.400,7.994,8.553,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,3.242,-9.671,-0.190,9.866,16.596,,,,
train,Andover,0,,,-4.589,-1.297,-1.358,5.175,,-0.677,-6.711,-1.372,6.680,7.207,,,,
train,Andover,1,,,3.162,-11.191,-0.198,3.003,,-1.655,-8.033,0.400,5.791,6.585,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,4.349,-14.999,-0.204,5.890,10.288,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,1.907,-5.172,1.314,5.689,5.689,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,2.034,-6.005,1.315,5.848,6.188,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.967,-13.683,-0.206,6.691,9.616,,,,
train,Andover,0,,,-1.287,-0.539,-1.353,2.137,,-0.677,-6.711,-1.372,6.202,6.262,,,,
train,Andover,2,,,-3.468,-7.142,1.307,0.219,,-1.698,-1.522,1.303,5.892,11.459,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.827,-6.743,-1.373,6.850,7.236,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,4.340,-16.069,-0.205,7.636,8.129,,,,
train,Andover,2,,,2.390,-7.251,1.319,4.677,,4.633,-2.717,1.275,5.058,8.001,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.410,-1.256,-1.359,5.955,7.839,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,3.242,-9.671,-0.190,5.180,5.989,,,,
train,Andover,0,,,1.410,-1.256,-1.359,2.859,,0.151,-6.655,-1.375,5.543,8.988,,,,
train,Andover,0,,,-4.589,-1.297,-1.358,5.175,,0.151,-6.655,-1.375,7.153,7.699,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,-3.327,-16.953,-0.199,6.078,7.938,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,3.242,-9.671,-0.190,8.211,8.489,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,1.336,-11.772,-0.203,7.094,13.795,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,-1.702,-9.217,-0.217,7.905,9.627,,,,
train,Andover,2,,,2.034,-6.005,1.315,4.707,,3.516,-0.654,1.276,5.553,5.868,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,3.967,-13.683,-0.206,6.008,8.919,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,4.349,-14.999,-0.204,8.963,18.412,,,,
train,Andover,2,,,-1.666,-6.638,1.319,2.786,,-1.698,-1.522,1.303,5.116,5.116,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,-3.327,-16.953,-0.199,7.246,8.312,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,-3.327,-16.953,-0.199,6.103,9.542,,,,
train,Andover,2,,,2.034,-6.005,1.315,4.707,,3.656,0.461,1.277,6.666,6.991,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,3.242,-9.671,-0.190,5.441,5.441,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,-1.353,-16.476,-0.193,6.281,6.281,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,2.488,-12.566,-0.209,5.481,7.066,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,1.056,-3.939,-1.366,5.852,6.290,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,2.488,-12.566,-0.209,7.377,13.229,,,,
train,Andover,1,,,2.488,-12.566,-0.209,4.750,,-1.655,-8.033,0.400,6.172,6.700,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,1.907,-5.172,1.314,5.046,5.347,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,-1.702,-9.217,-0.217,5.471,9.563,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,3.967,-13.683,-0.206,8.784,17.042,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,0.100,-15.596,-0.212,6.120,6.552,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,3.242,-9.671,-0.190,7.128,8.037,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,-1.702,-9.217,-0.217,8.369,8.587,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,-0.677,-6.711,-1.372,7.282,8.235,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,3.967,-13.683,-0.206,5.714,5.714,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,4.864,1.555,-2.362,7.423,8.947,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,0.387,2.660,0.450,5.401,6.978,,,,
test,Uvalda,1,,,-0.728,-0.137,0.454,0.023,,-5.425,8.129,0.511,9.507,11.681,,,,
test,Uvalda,1,,,4.898,0.017,-2.563,5.246,,-6.160,3.421,0.391,11.941,13.992,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-0.728,-0.137,0.454,6.913,15.856,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,-4.617,3.277,0.427,6.374,19.499,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-3.344,4.439,0.452,11.698,18.959,,,,
test,Uvalda,2,,,3.756,-2.047,-5.506,1.570,,-2.547,-1.981,-5.522,6.304,7.759,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,4.864,1.555,-2.362,9.389,10.960,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,-1.844,5.592,0.483,5.967,19.611,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,2.710,-3.690,-2.608,10.740,14.225,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,0.504,-4.013,0.457,7.626,11.328,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,4.034,-4.112,-2.597,7.702,9.478,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-4.617,3.277,0.427,5.602,21.943,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,4.864,1.555,-2.362,7.865,10.093,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,-5.381,7.733,0.488,6.325,33.282,,,,
test,Uvalda,1,,,-3.577,1.919,-2.609,1.105,,-2.322,7.022,-2.591,5.255,5.255,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,4.034,-4.112,-2.597,11.932,18.600,,,,
test,Uvalda,1,,,-1.659,4.135,-2.600,3.357,,-5.381,7.733,0.488,6.027,29.581,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-2.208,4.498,0.453,11.063,17.822,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,4.898,0.017,-2.563,12.191,14.449,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,-5.425,8.129,0.511,13.188,26.597,,,,
test,Uvalda,1,,,2.653,-2.666,-2.591,0.000,,-3.889,6.365,0.465,11.563,19.130,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-6.160,3.421,0.391,7.364,24.075,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-5.381,7.733,0.488,15.443,23.509,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,-5.020,7.107,-2.586,11.731,12.049,,,,
test,Uvalda,1,,,-2.322,7.022,-2.591,2.554,,-6.160,3.421,0.391,6.049,28.041,,,,
test,Uvalda,1,,,-2.141,3.369,0.454,3.868,,-5.381,7.733,0.488,5.435,6.818,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,-3.344,4.439,0.452,9.143,10.688,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,4.864,1.555,-2.362,11.338,15.978,,,,
test,Uvalda,1,,,-6.160,3.421,0.391,5.102,,0.832,1.485,-2.592,7.844,19.385,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-1.844,5.592,0.483,9.360,16.425,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,2.710,-3.690,-2.608,13.279,15.730,,,,
test,Uvalda,1,,,-4.493,0.036,0.476,2.751,,0.531,-2.752,0.446,5.746,10.824,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,-3.889,6.365,0.465,10.380,12.690,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-5.425,8.129,0.511,8.453,24.553,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-0.175,1.591,0.449,5.513,11.532,,,,
test,Uvalda,1,,,-0.175,1.591,0.449,3.476,,-3.889,6.365,0.465,6.047,6.919,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-1.351,2.553,0.449,5.635,11.146,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,1.025,-0.022,-2.587,6.711,9.122,,,,
test,Uvalda,1,,,-4.897,3.664,-2.597,2.628,,-5.425,8.129,0.511,5.465,28.170,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,4.864,1.555,-2.362,8.193,11.634,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-5.425,8.129,0.511,15.779,23.907,,,,
test,Uvalda,1,,,-3.577,1.919,-2.609,1.105,,-5.381,7.733,0.488,6.830,25.584,,,,
test,Uvalda,1,,,-2.322,7.022,-2.591,2.554,,4.034,-4.112,-2.597,12.821,16.157,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,-5.680,3.362,0.435,5.196,26.433,,,,
test,Uvalda,1,,,1.025,-0.022,-2.587,5.577,,-5.314,6.638,0.477,9.691,19.566,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,-5.314,6.638,0.477,7.410,23.088,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,4.864,1.555,-2.362,5.126,6.473,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,-4.617,3.277,0.427,6.822,31.070,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-5.425,8.129,0.511,11.890,19.493,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,2.595,-0.083,-2.590,10.473,12.121,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-5.381,7.733,0.488,8.156,24.155,,,,
test,Uvalda,1,,,-3.134,4.382,-2.601,2.249,,2.703,-1.984,-2.604,8.638,10.895,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,0.313,-5.276,0.513,8.530,12.606,,,,
test,Uvalda,1,,,-4.897,3.664,-2.597,2.628,,-1.585,7.674,0.482,6.043,25.294,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-1.585,7.674,0.482,10.357,24.395,,,,
test,Uvalda,1,,,-1.659,4.135,-2.600,3.357,,4.864,1.555,-2.362,7.019,14.343,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-3.344,4.439,0.452,8.060,14.545,,,,
test,Uvalda,1,,,-0.443,-2.026,-2.602,1.965,,-2.322,7.022,-2.591,9.241,11.290,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,-3.889,6.365,0.465,11.522,22.783,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-1.659,4.135,-2.600,6.362,8.095,,,,
test,Uvalda,2,,,4.859,1.400,-4.936,3.207,,-0.054,-4.420,-5.520,7.639,8.153,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,0.387,2.660,0.450,7.631,22.956,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,-1.844,5.592,0.483,6.603,17.137,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-4.897,3.664,-2.597,6.345,6.446,,,,
test,Uvalda,2,,,3.756,-2.047,-5.506,1.570,,-2.364,0.179,-5.523,6.512,8.633,,,,
test,Uvalda,2,,,2.199,-3.548,-5.511,2.548,,-2.309,2.991,-5.522,7.942,9.283,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,-5.425,8.129,0.511,13.649,25.729,,,,
test,Uvalda,1,,,2.653,-2.666,-2.591,0.000,,-2.141,3.369,0.454,8.287,14.861,,,,
test,Uvalda,1,,,2.653,-2.666,-2.591,0.000,,-0.175,1.591,0.449,5.947,12.211,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,2.703,-1.984,-2.604,5.132,9.702,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-1.351,2.553,0.449,9.094,15.559,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,-6.160,3.421,0.391,5.473,26.913,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-3.344,4.439,0.452,7.344,22.322,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,-1.844,5.592,0.483,10.362,20.756,,,,
test,Uvalda,1,,,-0.728,-0.137,0.454,0.023,,-3.889,6.365,0.465,7.229,8.734,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-2.141,3.369,0.454,6.604,12.278,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,-2.141,3.369,0.454,5.356,26.464,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,0.387,2.660,0.450,7.561,17.070,,,,
test,Uvalda,1,,,-0.175,1.591,0.449,3.476,,-5.381,7.733,0.488,8.051,9.468,,,,
test,Uvalda,1,,,2.710,-3.690,-2.608,5.804,,-2.141,3.369,0.454,9.096,15.886,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,-0.491,-1.338,0.456,5.023,14.566,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,4.898,0.017,-2.563,7.396,7.396,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,-1.588,-3.934,0.467,6.420,13.422,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,-2.322,7.022,-2.591,7.366,9.197,,,,
test,Uvalda,1,,,-2.529,-0.620,0.453,0.677,,0.313,-5.276,0.513,5.456,11.908,,,,
test,Uvalda,1,,,2.710,-3.690,-2.608,5.804,,-0.728,-0.137,0.454,5.815,15.051,,,,
test,Uvalda,1,,,-1.585,7.674,0.482,3.446,,0.832,1.485,-2.592,7.321,19.706,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-5.680,3.362,0.435,10.398,17.721,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,0.531,-2.752,0.446,6.725,12.590,,,,
test,Uvalda,1,,,-0.443,-2.026,-2.602,1.965,,4.898,0.017,-2.563,5.719,6.358,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-1.844,5.592,0.483,11.756,18.934,,,,
test,Uvalda,1,,,-4.897,3.664,-2.597,2.628,,2.710,-3.690,-2.608,10.581,12.285,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,-1.659,4.135,-2.600,8.509,10.242,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-6.160,3.421,0.391,9.890,16.297,,,,
test,Uvalda,1,,,-1.659,4.135,-2.600,3.357,,2.595,-0.083,-2.590,5.991,10.486,,,,
test,Uvalda,1,,,-5.695,-3.019,0.507,2.855,,0.313,-5.276,0.513,6.419,7.558,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-2.141,3.369,0.454,10.169,16.691,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-6.160,3.421,0.391,10.805,18.202,,,,
val,Wiconisco,2,,,-0.124,-0.274,-3.424,0.039,,3.644,8.853,-3.445,9.875,12.252,,,,
val,Wiconisco,0,,,1.079,0.365,-0.292,3.184,,5.471,5.756,-0.309,6.953,9.498,,,,
val,Wiconisco,0,,,1.210,5.652,-0.289,4.580,,4.208,0.891,-0.293,5.627,5.778,,,,
val,Wiconisco,2,,,5.785,1.026,-3.431,3.621,,3.644,8.853,-3.445,8.115,11.768,,,,
val,Wiconisco,0,,,-0.442,2.259,-0.293,6.175,,1.029,10.200,-0.273,8.076,8.900,,,,
val,Wiconisco,0,,,6.217,0.520,-0.286,2.751,,-4.783,2.392,-0.260,11.158,11.295,,,,
val,Wiconisco,5,,,2.142,4.237,2.728,5.982,,5.237,11.103,2.784,7.531,9.841,,,,
val,Wiconisco,5,,,5.362,1.568,2.735,2.538,,2.392,8.743,2.765,7.766,11.029,,,,
val,Wiconisco,0,,,1.104,2.280,-0.302,6.100,,2.590,7.432,-0.282,5.363,5.636,,,,
val,Wiconisco,0,,,3.119,6.152,-0.292,1.969,,4.208,0.891,-0.293,5.373,5.774,,,,
val,Wiconisco,0,,,5.471,5.756,-0.309,3.272,,-4.783,2.392,-0.260,10.792,11.523,,,,
val,Wiconisco,0,,,1.210,5.652,-0.289,4.580,,-3.612,2.407,-0.262,5.813,7.126,,,,
val,Wiconisco,0,,,1.096,-1.617,-0.284,1.692,,1.968,9.013,-0.274,10.666,11.271,,,,
val,Wiconisco,0,,,-1.926,0.291,-0.287,0.082,,4.208,0.891,-0.293,6.163,7.025,,,,
val,Wiconisco,0,,,-0.442,2.259,-0.293,6.175,,6.139,7.322,-0.294,8.303,8.865,,,,
