split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
test,Landing,0,,,6.057,-0.001,-0.402,4.686,,13.538,-4.651,-0.406,8.809,10.839,,,,
test,Landing,0,,,13.929,-8.189,-0.371,5.604,,7.506,-5.501,-0.394,6.963,6.971,,,,
test,Landing,0,,,12.675,2.074,-0.420,3.216,,7.506,-5.501,-0.394,9.171,10.205,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,10.504,-3.670,2.255,8.660,17.263,,,,
test,Landing,0,,,9.948,-0.989,-0.410,1.608,,11.039,-7.148,-0.409,6.255,9.390,,,,
test,Landing,0,,,12.675,2.074,-0.420,3.216,,14.069,-5.938,-0.394,8.133,8.674,,,,
test,Landing,3,,,6.890,-1.074,2.270,4.707,,13.289,-2.742,2.260,6.613,11.722,,,,
test,Landing,0,,,14.452,-1.145,-0.403,1.107,,9.137,-7.046,-0.414,7.941,9.491,,,,
test,Landing,0,,,14.452,-1.145,-0.403,1.107,,12.166,-5.885,-0.412,5.262,5.899,,,,
test,Landing,0,,,13.390,0.377,-0.402,3.275,,13.929,-8.189,-0.371,8.584,8.584,,,,
test,Landing,0,,,8.522,-8.778,-0.389,0.474,,8.736,0.439,-0.406,9.219,9.219,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,6.935,-4.947,-0.212,7.524,8.752,,,,
test,Landing,3,,,3.588,0.235,2.297,0.290,,11.227,-0.793,2.249,7.708,10.155,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,8.259,-3.914,-0.401,5.671,5.834,,,,
test,Landing,0,,,11.551,-0.951,-0.412,1.616,,16.578,1.091,-0.418,5.427,7.303,,,,
test,Landing,0,,,13.184,-1.082,-0.412,1.581,,6.537,-6.408,-0.405,8.518,10.500,,,,
test,Landing,0,,,12.166,-5.885,-0.412,4.790,,16.578,1.091,-0.418,8.255,11.910,,,,
test,Landing,0,,,6.935,-4.947,-0.212,6.163,,15.326,-1.150,-0.419,9.212,11.948,,,,
test,Landing,0,,,11.551,-0.951,-0.412,1.616,,6.935,-4.947,-0.212,6.108,7.576,,,,
test,Landing,0,,,12.675,2.074,-0.420,3.216,,16.884,-1.137,-0.416,5.295,7.117,,,,
test,Landing,3,,,3.588,0.235,2.297,0.290,,13.456,-1.803,2.263,10.076,18.334,,,,
test,Landing,0,,,8.522,-8.778,-0.389,0.474,,16.578,1.091,-0.418,12.740,17.341,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,10.086,-1.159,2.252,7.672,9.988,,,,
test,Landing,0,,,9.568,-8.723,-0.388,4.166,,16.578,1.091,-0.418,12.061,17.235,,,,
test,Landing,0,,,6.057,-0.001,-0.402,4.686,,13.390,0.377,-0.402,7.343,7.718,,,,
test,Landing,0,,,12.675,2.074,-0.420,3.216,,9.568,-8.723,-0.388,11.235,13.480,,,,
test,Landing,0,,,8.297,-6.383,-0.419,4.576,,8.736,0.439,-0.406,6.835,6.835,,,,
test,Landing,0,,,13.538,-4.651,-0.406,5.955,,9.137,-7.046,-0.414,5.011,5.438,,,,
test,Landing,0,,,14.452,-1.145,-0.403,1.107,,8.235,-2.420,-0.396,6.346,7.979,,,,
test,Landing,0,,,13.390,0.377,-0.402,3.275,,8.235,-2.420,-0.396,5.865,6.479,,,,
test,Landing,0,,,14.069,-5.938,-0.394,0.105,,9.137,-7.046,-0.414,5.056,6.830,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,12.675,2.074,-0.420,6.583,10.702,,,,
test,Landing,0,,,13.184,-1.082,-0.412,1.581,,13.929,-8.189,-0.371,7.147,7.147,,,,
test,Landing,3,,,1.238,0.227,2.316,2.147,,14.163,0.802,2.284,12.937,13.382,,,,
test,Landing,0,,,6.952,-0.622,-0.410,4.899,,11.039,-7.148,-0.409,7.700,8.827,,,,
test,Landing,0,,,6.537,-6.408,-0.405,1.424,,15.326,-1.150,-0.419,10.241,13.238,,,,
test,Landing,0,,,12.675,2.074,-0.420,3.216,,6.537,-6.408,-0.405,10.470,11.532,,,,
test,Landing,0,,,6.057,-0.001,-0.402,4.686,,8.297,-6.383,-0.419,6.763,7.261,,,,
test,Landing,0,,,9.948,-0.989,-0.410,1.608,,6.537,-6.408,-0.405,6.403,7.262,,,,
test,Landing,0,,,13.390,0.377,-0.402,3.275,,9.137,-7.046,-0.414,8.555,10.468,,,,
test,Landing,0,,,13.538,-4.651,-0.406,5.955,,8.736,0.439,-0.406,6.997,8.697,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,13.538,-4.651,-0.406,10.333,13.195,,,,
test,Landing,0,,,13.087,-2.782,-0.417,4.263,,6.935,-4.947,-0.212,6.525,10.116,,,,
test,Landing,0,,,14.452,-1.145,-0.403,1.107,,13.929,-8.189,-0.371,7.064,7.614,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,16.884,-1.137,-0.416,11.383,13.304,,,,
test,Landing,0,,,9.948,-0.989,-0.410,1.608,,9.568,-8.723,-0.388,7.743,9.211,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,9.948,-0.989,-0.410,5.208,6.378,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,8.522,-8.778,-0.389,7.401,7.401,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,16.884,-1.137,-0.416,8.646,8.691,,,,
test,Landing,0,,,13.929,-8.189,-0.371,5.604,,8.297,-6.383,-0.419,5.915,5.915,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,12.857,0.047,2.262,10.430,10.624,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,7.506,-5.501,-0.394,6.961,7.506,,,,
test,Landing,0,,,11.829,-8.162,-0.400,3.906,,7.506,-5.501,-0.394,5.077,5.184,,,,
test,Landing,0,,,11.551,-0.951,-0.412,1.616,,8.522,-8.778,-0.389,8.393,10.755,,,,
test,Landing,0,,,6.952,-0.622,-0.410,4.899,,13.184,-1.082,-0.412,6.249,6.249,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,13.538,-4.651,-0.406,9.576,11.967,,,,
test,Landing,0,,,11.985,0.275,-0.429,3.842,,9.137,-7.046,-0.414,7.856,9.828,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,6.537,-6.408,-0.405,7.728,8.834,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,9.568,-8.723,-0.388,10.630,10.783,,,,
test,Landing,3,,,5.800,1.819,2.299,0.482,,11.087,1.068,2.261,5.341,9.890,,,,
test,Landing,0,,,11.985,0.275,-0.429,3.842,,16.884,-1.137,-0.416,5.098,5.190,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,13.087,-2.782,-0.417,5.044,6.692,,,,
test,Landing,3,,,7.036,0.321,2.276,3.033,,10.504,-3.670,2.255,5.288,14.223,,,,
test,Landing,3,,,6.890,-1.074,2.270,4.707,,13.456,-1.803,2.263,6.607,12.525,,,,
test,Landing,0,,,13.184,-1.082,-0.412,1.581,,8.522,-8.778,-0.389,8.998,10.863,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,13.929,-8.189,-0.371,8.871,10.661,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,12.166,-5.885,-0.412,10.368,13.878,,,,
test,Landing,0,,,6.057,-0.001,-0.402,4.686,,14.069,-5.938,-0.394,9.973,12.189,,,,
test,Landing,0,,,11.551,-0.951,-0.412,1.616,,14.069,-5.938,-0.394,5.587,6.575,,,,
test,Landing,0,,,14.452,-1.145,-0.403,1.107,,6.537,-6.408,-0.405,9.505,12.148,,,,
test,Landing,0,,,14.069,-5.938,-0.394,0.105,,7.506,-5.501,-0.394,6.578,8.823,,,,
test,Landing,0,,,13.087,-2.782,-0.417,4.263,,7.506,-5.501,-0.394,6.209,9.353,,,,
test,Landing,0,,,13.538,-4.651,-0.406,5.955,,9.568,-8.723,-0.388,5.687,7.170,,,,
test,Landing,3,,,6.006,-1.584,2.271,5.360,,1.238,0.227,2.316,5.101,5.504,,,,
test,Landing,0,,,8.736,0.439,-0.406,4.142,,7.506,-5.501,-0.394,6.066,6.066,,,,
test,Landing,0,,,6.057,-0.001,-0.402,4.686,,11.985,0.275,-0.429,5.935,6.413,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,12.507,-3.270,2.258,10.437,15.221,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,14.069,-5.938,-0.394,10.814,13.317,,,,
test,Landing,0,,,11.551,-0.951,-0.412,1.616,,11.829,-8.162,-0.400,7.216,9.372,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,11.087,1.068,2.261,8.788,10.657,,,,
test,Landing,0,,,9.948,-0.989,-0.410,1.608,,9.073,-9.824,-0.363,8.879,10.234,,,,
test,Landing,0,,,13.929,-8.189,-0.371,5.604,,16.578,1.091,-0.418,9.651,13.618,,,,
test,Landing,0,,,13.538,-4.651,-0.406,5.955,,9.073,-9.824,-0.363,6.833,8.217,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,8.522,-8.778,-0.389,10.383,10.705,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,16.578,1.091,-0.418,10.569,14.975,,,,
test,Landing,0,,,13.929,-8.189,-0.371,5.604,,16.884,-1.137,-0.416,7.646,12.608,,,,
test,Landing,0,,,13.390,0.377,-0.402,3.275,,8.522,-8.778,-0.389,10.369,12.307,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,13.390,0.377,-0.402,5.441,5.441,,,,
test,Landing,3,,,2.442,-0.507,2.290,2.600,,8.229,-1.172,2.262,5.825,8.540,,,,
test,Landing,3,,,6.006,-1.584,2.271,5.360,,11.087,1.068,2.261,5.732,7.234,,,,
test,Landing,3,,,8.229,-1.172,2.262,4.798,,13.289,-2.742,2.260,5.299,10.398,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,8.297,-6.383,-0.419,9.177,9.531,,,,
test,Landing,0,,,8.241,-1.383,-0.410,2.783,,11.039,-7.148,-0.409,6.408,7.639,,,,
test,Landing,0,,,6.038,1.304,-0.410,0.714,,11.829,-8.162,-0.400,11.097,12.244,,,,
test,Landing,0,,,6.952,-0.622,-0.410,4.899,,8.297,-6.383,-0.419,5.915,6.172,,,,
test,Landing,0,,,6.107,2.529,-0.397,0.964,,15.326,-1.150,-0.419,9.926,12.407,,,,
test,Landing,0,,,11.829,-8.162,-0.400,3.906,,16.884,-1.137,-0.416,8.654,13.202,,,,
train,Andover,2,,,2.598,-1.774,1.304,2.422,,2.390,-7.251,1.319,5.480,5.711,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-3.327,-16.953,-0.199,8.615,9.789,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-4.797,-13.724,-0.199,6.442,8.965,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-1.702,-9.217,-0.217,9.136,9.632,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,4.349,-14.999,-0.204,9.123,9.822,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,4.340,-16.069,-0.205,8.896,9.215,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,4.340,-16.069,-0.205,7.718,7.953,,,,
train,Andover,0,,,-1.287,-0.539,-1.353,2.137,,-0.998,-5.873,-1.376,5.342,5.439,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-0.412,-13.197,-0.203,5.553,6.720,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,4.349,-14.999,-0.204,7.921,9.023,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,3.162,-11.191,-0.198,8.352,13.113,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,-1.655,-8.033,0.400,8.470,8.758,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,1.607,-16.194,-0.209,6.217,17.909,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,-4.589,-15.673,-0.200,5.400,11.604,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.162,-11.191,-0.198,6.749,9.485,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,-1.702,-9.217,-0.217,7.268,7.596,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,1.955,-5.084,1.310,5.599,5.599,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,0.100,-15.596,-0.212,5.243,14.327,,,,
train,Andover,1,,,4.340,-16.069,-0.205,1.710,,-1.655,-8.033,0.400,10.045,10.968,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,4.340,-16.069,-0.205,7.153,7.201,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,2.488,-12.566,-0.209,7.729,15.190,,,,
train,Andover,2,,,-3.468,-7.142,1.307,0.219,,-1.653,-2.370,1.307,5.106,10.611,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,-0.998,-5.873,-1.376,5.214,7.531,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,3.967,-13.683,-0.206,7.993,10.368,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,4.340,-16.069,-0.205,9.648,10.819,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,-1.702,-9.217,-0.217,7.073,9.825,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,1.827,-6.743,-1.373,5.544,10.599,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,4.340,-16.069,-0.205,5.708,9.984,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,2.390,-7.251,1.319,7.128,7.465,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,4.349,-14.999,-0.204,6.860,7.084,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,-2.661,-14.603,-0.208,6.174,9.849,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,3.967,-13.683,-0.206,8.247,8.452,,,,
train,Andover,1,,,1.607,-16.194,-0.209,1.565,,3.242,-9.671,-0.190,6.724,9.152,,,,
train,Andover,2,,,0.452,-2.331,1.303,0.985,,2.390,-7.251,1.319,5.288,6.295,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.056,-3.939,-1.366,5.232,5.232,,,,
train,Andover,2,,,2.390,-7.251,1.319,4.677,,3.312,-1.872,1.275,5.457,6.432,,,,
train,Andover,2,,,2.268,-0.594,1.304,5.436,,2.034,-6.005,1.315,5.417,5.417,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,2.034,-6.005,1.315,6.519,6.519,,,,
train,Andover,1,,,1.607,-16.194,-0.209,1.565,,3.162,-11.191,-0.198,5.239,7.755,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,3.967,-13.683,-0.206,6.801,6.801,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,1.607,-16.194,-0.209,6.346,7.035,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,2.390,-7.251,1.319,7.767,7.810,,,,
train,Andover,0,,,0.092,-0.119,-1.352,1.578,,-0.677,-6.711,-1.372,6.637,6.637,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,-1.353,-16.476,-0.193,6.114,7.511,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,3.242,-9.671,-0.190,9.807,10.520,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,1.607,-16.194,-0.209,7.579,8.173,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.242,-9.671,-0.190,7.692,10.465,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,1.827,-6.743,-1.373,8.489,10.480,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,2.488,-12.566,-0.209,7.284,9.097,,,,
train,Andover,1,,,0.100,-15.596,-0.212,1.419,,3.242,-9.671,-0.190,6.706,7.531,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,-1.655,-8.033,0.400,9.216,9.923,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,2.488,-12.566,-0.209,5.538,9.042,,,,
train,Andover,1,,,-0.709,-8.745,-0.162,1.731,,4.349,-14.999,-0.204,8.043,8.170,,,,
train,Andover,0,,,1.410,-1.256,-1.359,2.859,,1.827,-6.743,-1.373,5.503,10.667,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,1.336,-11.772,-0.203,6.436,11.834,,,,
train,Andover,2,,,2.268,-0.594,1.304,5.436,,2.390,-7.251,1.319,6.658,6.711,,,,
train,Andover,0,,,1.353,-1.220,-1.358,0.815,,-4.148,-3.393,-1.355,5.915,7.772,,,,
train,Andover,1,,,3.242,-9.671,-0.190,3.018,,-0.412,-13.197,-0.203,5.078,5.078,,,,
train,Andover,1,,,3.967,-13.683,-0.206,4.593,,-1.655,-8.033,0.400,7.994,8.553,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,3.242,-9.671,-0.190,9.866,16.596,,,,
train,Andover,0,,,-4.589,-1.297,-1.358,5.175,,-0.677,-6.711,-1.372,6.680,7.207,,,,
train,Andover,1,,,3.162,-11.191,-0.198,3.003,,-1.655,-8.033,0.400,5.791,6.585,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,4.349,-14.999,-0.204,5.890,10.288,,,,
train,Andover,2,,,2.141,0.513,1.307,5.881,,1.907,-5.172,1.314,5.689,5.689,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,2.034,-6.005,1.315,5.848,6.188,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,3.967,-13.683,-0.206,6.691,9.616,,,,
train,Andover,0,,,-1.287,-0.539,-1.353,2.137,,-0.677,-6.711,-1.372,6.202,6.262,,,,
train,Andover,2,,,-3.468,-7.142,1.307,0.219,,-1.698,-1.522,1.303,5.892,11.459,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.827,-6.743,-1.373,6.850,7.236,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,4.340,-16.069,-0.205,7.636,8.129,,,,
train,Andover,2,,,2.390,-7.251,1.319,4.677,,4.633,-2.717,1.275,5.058,8.001,,,,
train,Andover,0,,,-4.148,-3.393,-1.355,0.463,,1.410,-1.256,-1.359,5.955,7.839,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,3.242,-9.671,-0.190,5.180,5.989,,,,
train,Andover,0,,,1.410,-1.256,-1.359,2.859,,0.151,-6.655,-1.375,5.543,8.988,,,,
train,Andover,0,,,-4.589,-1.297,-1.358,5.175,,0.151,-6.655,-1.375,7.153,7.699,,,,
train,Andover,1,,,-1.741,-11.085,-0.212,2.520,,-3.327,-16.953,-0.199,6.078,7.938,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,3.242,-9.671,-0.190,8.211,8.489,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,1.336,-11.772,-0.203,7.094,13.795,,,,
train,Andover,1,,,-3.327,-16.953,-0.199,1.691,,-1.702,-9.217,-0.217,7.905,9.627,,,,
train,Andover,2,,,2.034,-6.005,1.315,4.707,,3.516,-0.654,1.276,5.553,5.868,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,3.967,-13.683,-0.206,6.008,8.919,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,4.349,-14.999,-0.204,8.963,18.412,,,,
train,Andover,2,,,-1.666,-6.638,1.319,2.786,,-1.698,-1.522,1.303,5.116,5.116,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,-3.327,-16.953,-0.199,7.246,8.312,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,-3.327,-16.953,-0.199,6.103,9.542,,,,
train,Andover,2,,,2.034,-6.005,1.315,4.707,,3.656,0.461,1.277,6.666,6.991,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,3.242,-9.671,-0.190,5.441,5.441,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,-1.353,-16.476,-0.193,6.281,6.281,,,,
train,Andover,1,,,-1.353,-16.476,-0.193,2.265,,2.488,-12.566,-0.209,5.481,7.066,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,1.056,-3.939,-1.366,5.852,6.290,,,,
train,Andover,1,,,-4.797,-13.724,-0.199,6.190,,2.488,-12.566,-0.209,7.377,13.229,,,,
train,Andover,1,,,2.488,-12.566,-0.209,4.750,,-1.655,-8.033,0.400,6.172,6.700,,,,
train,Andover,2,,,-0.487,-0.729,1.303,2.130,,1.907,-5.172,1.314,5.046,5.347,,,,
train,Andover,1,,,-2.661,-14.603,-0.208,4.540,,-1.702,-9.217,-0.217,5.471,9.563,,,,
train,Andover,1,,,-4.589,-15.673,-0.200,0.779,,3.967,-13.683,-0.206,8.784,17.042,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,0.100,-15.596,-0.212,6.120,6.552,,,,
train,Andover,1,,,-3.785,-10.867,-0.203,2.478,,3.242,-9.671,-0.190,7.128,8.037,,,,
train,Andover,1,,,4.349,-14.999,-0.204,2.098,,-1.702,-9.217,-0.217,8.369,8.587,,,,
train,Andover,0,,,-3.139,0.141,-1.361,4.212,,-0.677,-6.711,-1.372,7.282,8.235,,,,
train,Andover,1,,,-0.594,-10.242,-0.212,5.190,,3.967,-13.683,-0.206,5.714,5.714,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,4.864,1.555,-2.362,7.423,8.947,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,0.387,2.660,0.450,5.401,6.978,,,,
test,Uvalda,1,,,-0.728,-0.137,0.454,0.023,,-5.425,8.129,0.511,9.507,11.681,,,,
test,Uvalda,1,,,4.898,0.017,-2.563,5.246,,-6.160,3.421,0.391,11.941,13.992,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-0.728,-0.137,0.454,6.913,15.856,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,-4.617,3.277,0.427,6.374,19.499,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-3.344,4.439,0.452,11.698,18.959,,,,
test,Uvalda,2,,,3.756,-2.047,-5.506,1.570,,-2.547,-1.981,-5.522,6.304,7.759,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,4.864,1.555,-2.362,9.389,10.960,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,-1.844,5.592,0.483,5.967,19.611,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,2.710,-3.690,-2.608,10.740,14.225,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,0.504,-4.013,0.457,7.626,11.328,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,4.034,-4.112,-2.597,7.702,9.478,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-4.617,3.277,0.427,5.602,21.943,,,,
test,Uvalda,1,,,-0.481,-4.210,-2.589,2.278,,4.864,1.555,-2.362,7.865,10.093,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,-5.381,7.733,0.488,6.325,33.282,,,,
test,Uvalda,1,,,-3.577,1.919,-2.609,1.105,,-2.322,7.022,-2.591,5.255,5.255,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,4.034,-4.112,-2.597,11.932,18.600,,,,
test,Uvalda,1,,,-1.659,4.135,-2.600,3.357,,-5.381,7.733,0.488,6.027,29.581,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-2.208,4.498,0.453,11.063,17.822,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,4.898,0.017,-2.563,12.191,14.449,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,-5.425,8.129,0.511,13.188,26.597,,,,
test,Uvalda,1,,,2.653,-2.666,-2.591,0.000,,-3.889,6.365,0.465,11.563,19.130,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,-6.160,3.421,0.391,7.364,24.075,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-5.381,7.733,0.488,15.443,23.509,,,,
test,Uvalda,1,,,-2.442,-4.338,-2.588,2.683,,-5.020,7.107,-2.586,11.731,12.049,,,,
test,Uvalda,1,,,-2.322,7.022,-2.591,2.554,,-6.160,3.421,0.391,6.049,28.041,,,,
test,Uvalda,1,,,-2.141,3.369,0.454,3.868,,-5.381,7.733,0.488,5.435,6.818,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,-3.344,4.439,0.452,9.143,10.688,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,4.864,1.555,-2.362,11.338,15.978,,,,
test,Uvalda,1,,,-6.160,3.421,0.391,5.102,,0.832,1.485,-2.592,7.844,19.385,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-1.844,5.592,0.483,9.360,16.425,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,2.710,-3.690,-2.608,13.279,15.730,,,,
test,Uvalda,1,,,-4.493,0.036,0.476,2.751,,0.531,-2.752,0.446,5.746,10.824,,,,
test,Uvalda,1,,,4.864,1.555,-2.362,4.723,,-3.889,6.365,0.465,10.380,12.690,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-5.425,8.129,0.511,8.453,24.553,,,,
test,Uvalda,1,,,2.703,-1.984,-2.604,6.027,,-0.175,1.591,0.449,5.513,11.532,,,,
test,Uvalda,1,,,-0.175,1.591,0.449,3.476,,-3.889,6.365,0.465,6.047,6.919,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-1.351,2.553,0.449,5.635,11.146,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,1.025,-0.022,-2.587,6.711,9.122,,,,
test,Uvalda,1,,,-4.897,3.664,-2.597,2.628,,-5.425,8.129,0.511,5.465,28.170,,,,
test,Uvalda,1,,,-2.425,-2.180,-2.595,3.536,,4.864,1.555,-2.362,8.193,11.634,,,,
test,Uvalda,1,,,4.034,-4.112,-2.597,6.138,,-5.425,8.129,0.511,15.779,23.907,,,,
test,Uvalda,1,,,-3.577,1.919,-2.609,1.105,,-5.381,7.733,0.488,6.830,25.584,,,,
test,Uvalda,1,,,-2.322,7.022,-2.591,2.554,,4.034,-4.112,-2.597,12.821,16.157,,,,
test,Uvalda,1,,,-2.259,5.831,-2.598,2.575,,-5.680,3.362,0.435,5.196,26.433,,,,
test,Uvalda,1,,,1.025,-0.022,-2.587,5.577,,-5.314,6.638,0.477,9.691,19.566,,,,
test,Uvalda,1,,,-2.481,0.507,-2.573,1.823,,-5.314,6.638,0.477,7.410,23.088,,,,
test,Uvalda,1,,,-0.024,0.024,-2.564,0.277,,4.864,1.555,-2.362,5.126,6.473,,,,
test,Uvalda,1,,,0.117,7.159,-2.585,1.726,,-4.617,3.277,0.427,6.822,31.070,,,,
test,Uvalda,1,,,2.595,-0.083,-2.590,5.236,,-5.425,8.129,0.511,11.890,19.493,,,,
test,Uvalda,1,,,-5.020,7.107,-2.586,1.660,,2.595,-0.083,-2.590,10.473,12.121,,,,
test,Uvalda,1,,,0.030,2.467,-2.595,3.665,,-5.381,7.733,0.488,8.156,24.155,,,,
test,Uvalda,1,,,-3.134,4.382,-2.601,2.249,,2.703,-1.984,-2.604,8.638,10.895,,,,
test,Uvalda,1,,,-4.370,1.851,0.354,4.039,,0.313,-5.276,0.513,8.530,12.606,,,,
